Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global"
simple,UNA0421,"UNA DESIGNING OIL NON OIL                   
250ML",1,0,visible,"Professional Italian Hair Care: UNA DESIGNING OIL NON OIL                   
250ML","UNA DESIGNING OIL NON OIL 250ML",taxable,1,100,0,0,,,,,1,,,16175.7596,"UNA > Treatments & Serums","UNA, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0541,"UNA SILKER 150ML",1,0,visible,"Professional Italian Hair Care: UNA SILKER 150ML","UNA SILKER 150ML",taxable,1,100,0,0,,,,,1,,,28996.968,"UNA > Other","UNA, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0561,"UNA PURE GLOSS                                       
ABRILLANTADOR 150M",1,0,visible,"Professional Italian Hair Care: UNA PURE GLOSS                                       
ABRILLANTADOR 150M","UNA PURE GLOSS ABRILLANTADOR 150M",taxable,1,100,0,0,,,,,1,,,27404.9776,"UNA > Styling & Finishing","UNA, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0521,"UNA SCULPTING GEL 250ML",1,0,visible,"Professional Italian Hair Care: UNA SCULPTING GEL 250ML","UNA SCULPTING GEL 250ML",taxable,1,100,0,0,,,,,1,,,10916.5056,"UNA > Styling & Finishing","UNA, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,UNA0531/01,"UNA SCULPTING GEL 500ML",1,0,visible,"Professional Italian Hair Care: UNA SCULPTING GEL 500ML","UNA SCULPTING GEL 500ML",taxable,1,100,0,0,,,,,1,,,"19,160.74160","UNA > Styling & Finishing","UNA, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16011,"SOFTENING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: SOFTENING SHAMPOO 1000 ML","SOFTENING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,24306.282,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16012,"SOFTENING SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: SOFTENING SHAMPOO 250 ML","SOFTENING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,11584.573,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16013,"REPAIRING MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: REPAIRING MASK 1000 ML","REPAIRING MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,16801.1844,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16014,"REPAIRING MASK 250 ML",1,0,visible,"Professional Italian Hair Care: REPAIRING MASK 250 ML","REPAIRING MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16015,"NOURISHING MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: NOURISHING MASK 1000 ML","NOURISHING MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,28001.974,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16016,"NOURISHING MASK 250 ML",1,0,visible,"Professional Italian Hair Care: NOURISHING MASK 250 ML","NOURISHING MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16017,"ANTI-FRIZZ MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: ANTI-FRIZZ MASK 1000 ML","ANTI-FRIZZ MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,28001.974,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16018,"ANTI-FRIZZ MASK 250 ML",1,0,visible,"Professional Italian Hair Care: ANTI-FRIZZ MASK 250 ML","ANTI-FRIZZ MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16001,"MOISTURIZING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING SHAMPOO 1000 ML","MOISTURIZING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,26225.199,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16002,"MOISTURIZING SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING SHAMPOO 250 ML","MOISTURIZING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,12010.999,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16003,"MOISTURIZING MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING MASK 1000 ML","MOISTURIZING MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,28001.974,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16004,"MOISTURIZING MASK 250 ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING MASK 250 ML","MOISTURIZING MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16005,"AGE DEFYING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING SHAMPOO 1000 ML","AGE DEFYING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,26225.199,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16006,"AGE DEFYING SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING SHAMPOO 250 ML","AGE DEFYING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,12010.999,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16007,"AGE DEFYING MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING MASK 1000 ML","AGE DEFYING MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,28001.974,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16008,"AGE DEFYING MASK 250 ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING MASK 250 ML","AGE DEFYING MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16009,"AGE DEFYING LAMELLAR ELIXIR 90 
ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING LAMELLAR ELIXIR 90 
ML","AGE DEFYING LAMELLAR ELIXIR 90 ML",taxable,1,100,0,0,,,,,1,,,"25,343.91860","Versum > Treatments & Serums","Versum, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16010,"AGE DEFYING LAMELLAR ELIXIR 9   
X 7 ML",1,0,visible,"Professional Italian Hair Care: AGE DEFYING LAMELLAR ELIXIR 9   
X 7 ML","AGE DEFYING LAMELLAR ELIXIR 9 X 7 ML",taxable,1,100,0,0,,,,,1,,,36246.21,"Versum > Treatments & Serums","Versum, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16020,"DETANGLING DUAL PHASE LEAVE-
IN",1,0,visible,"Professional Italian Hair Care: DETANGLING DUAL PHASE LEAVE-
IN","DETANGLING DUAL PHASE LEAVE-IN",taxable,1,100,0,0,,,,,1,,,"18,052.03400","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16021,"MULTI ACTION 15IN1 150 ML",1,0,visible,"Professional Italian Hair Care: MULTI ACTION 15IN1 150 ML","MULTI ACTION 15IN1 150 ML",taxable,1,100,0,0,,,,,1,,,"18,052.03400","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16022,"CONDITIONING LEAVE-IN CREAM     
250 ML",1,0,visible,"Professional Italian Hair Care: CONDITIONING LEAVE-IN CREAM     
250 ML","CONDITIONING LEAVE-IN CREAM 250 ML",taxable,1,100,0,0,,,,,1,,,14398.9846,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16023,"NORMALIZING PEELING 150 ML",1,0,visible,"Professional Italian Hair Care: NORMALIZING PEELING 150 ML","NORMALIZING PEELING 150 ML",taxable,1,100,0,0,,,,,1,,,20084.6646,"Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16023,"NORMALIZING PEELING 150 ML",1,0,visible,"Professional Italian Hair Care: NORMALIZING PEELING 150 ML","NORMALIZING PEELING 150 ML",taxable,1,100,0,0,,,,,1,,,20084.6646,"Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16024,"NORMALIZING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: NORMALIZING SHAMPOO 1000 ML","NORMALIZING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,33758.725,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16025,"NORMALIZING SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: NORMALIZING SHAMPOO 250 ML","NORMALIZING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,14853.839,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16026,"NORMALIZING TREATMENT 1000     
ML",1,0,visible,"Professional Italian Hair Care: NORMALIZING TREATMENT 1000     
ML","NORMALIZING TREATMENT 1000 ML",taxable,1,100,0,0,,,,,1,,,"31,981.95000","Versum > Treatments & Serums","Versum, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16027,"NORMALIZING TREATMENT 250 ML",1,0,visible,"Professional Italian Hair Care: NORMALIZING TREATMENT 250 ML","NORMALIZING TREATMENT 250 ML",taxable,1,100,0,0,,,,,1,,,14853.839,"Versum > Treatments & Serums","Versum, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16028,"REINFORCING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: REINFORCING SHAMPOO 1000 ML","REINFORCING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,"30,745.31460","Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16029,"REINFORCING SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: REINFORCING SHAMPOO 250 ML","REINFORCING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,"13,787.77400","Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,Vs16031,"reinforcing lotion 9 x 7 ml",1,0,visible,"Professional Italian Hair Care: reinforcing lotion 9 x 7 ml","reinforcing lotion 9 x 7 ml",taxable,1,100,0,0,,,,,1,,,"36,175.13900","Versum > Treatments & Serums","Versum, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16041,"RECONSTRUCTING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: RECONSTRUCTING SHAMPOO 1000 ML","RECONSTRUCTING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,40695.2546,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16042,"RECONSTRUCTING SHAMPOO 250   
ML",1,0,visible,"Professional Italian Hair Care: RECONSTRUCTING SHAMPOO 250   
ML","RECONSTRUCTING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,14398.9846,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16043,"RECONSTRUCTING FILLER 9X20 ML",1,0,visible,"Professional Italian Hair Care: RECONSTRUCTING FILLER 9X20 ML","RECONSTRUCTING FILLER 9X20 ML",taxable,1,100,0,0,,,,,1,,,"63,366.90360","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16044,"RECONSTRUCTING TREATMENT       
1000 ML",1,0,visible,"Professional Italian Hair Care: RECONSTRUCTING TREATMENT       
1000 ML","RECONSTRUCTING TREATMENT 1000 ML",taxable,1,100,0,0,,,,,1,,,104119.015,"Versum > Treatments & Serums","Versum, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16045,"RECONSTRUCTING FINALIZER 1000
ML",1,0,visible,"Professional Italian Hair Care: RECONSTRUCTING FINALIZER 1000
ML","RECONSTRUCTING FINALIZER 1000 ML",taxable,1,100,0,0,,,,,1,,,"54,298.24400","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16046,"RECONSTRUCTING FINALIZER 250  
ML",1,0,visible,"Professional Italian Hair Care: RECONSTRUCTING FINALIZER 250  
ML","RECONSTRUCTING FINALIZER 250 ML",taxable,1,100,0,0,,,,,1,,,"18,307.88960","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"%s98.00","BOTULINO EFFECT 50 ML + 150 ML",1,0,visible,"Professional Italian Hair Care: BOTULINO EFFECT 50 ML + 150 ML","BOTULINO EFFECT 50 ML + 150 ML",taxable,1,100,0,0,,,,,1,,,"59,813.35360","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16032,"PERFORMING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: PERFORMING SHAMPOO 1000 ML","PERFORMING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,26225.199,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16033,"PERFORMING SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: PERFORMING SHAMPOO 250 ML","PERFORMING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,12010.999,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16034,"PERFORMING MASK 1000 ML",1,0,visible,"Professional Italian Hair Care: PERFORMING MASK 1000 ML","PERFORMING MASK 1000 ML",taxable,1,100,0,0,,,,,1,,,28001.974,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16035,"PERFORMING MASK 250 ML",1,0,visible,"Professional Italian Hair Care: PERFORMING MASK 250 ML","PERFORMING MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16036,"EXTRA SILVER SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: EXTRA SILVER SHAMPOO 250 ML","EXTRA SILVER SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,12010.999,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16037,"EXTRA SILVER SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: EXTRA SILVER SHAMPOO 1000 ML","EXTRA SILVER SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,26225.199,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16038,"PREPARING SHAMPOO 1000 ML",1,0,visible,"Professional Italian Hair Care: PREPARING SHAMPOO 1000 ML","PREPARING SHAMPOO 1000 ML",taxable,1,100,0,0,,,,,1,,,26225.199,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16039,"MAINTAINING SHAMPOO 250 ML",1,0,visible,"Professional Italian Hair Care: MAINTAINING SHAMPOO 250 ML","MAINTAINING SHAMPOO 250 ML",taxable,1,100,0,0,,,,,1,,,12010.999,"Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16040,"MAINTAINING MASK 250 ML",1,0,visible,"Professional Italian Hair Care: MAINTAINING MASK 250 ML","MAINTAINING MASK 250 ML",taxable,1,100,0,0,,,,,1,,,12906.4936,"Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26200,"HAIR SPRAY STRONG 500 ML",1,0,visible,"Professional Italian Hair Care: HAIR SPRAY STRONG 500 ML","HAIR SPRAY STRONG 500 ML",taxable,1,100,0,0,,,,,1,,,13503.49,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26201,"ECO HAIR SPRAY 300 ML",1,0,visible,"Professional Italian Hair Care: ECO HAIR SPRAY 300 ML","ECO HAIR SPRAY 300 ML",taxable,1,100,0,0,,,,,1,,,19018.5996,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26202,"POLISHING SPRAY 150 ML",1,0,visible,"Professional Italian Hair Care: POLISHING SPRAY 150 ML","POLISHING SPRAY 150 ML",taxable,1,100,0,0,,,,,1,,,22742.72,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26203,"THERMAL PROTECTOR 300 ML",1,0,visible,"Professional Italian Hair Care: THERMAL PROTECTOR 300 ML","THERMAL PROTECTOR 300 ML",taxable,1,100,0,0,,,,,1,,,"18,947.52860","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26204,"STRONG HOLD MOUSSE 300 ML",1,0,visible,"Professional Italian Hair Care: STRONG HOLD MOUSSE 300 ML","STRONG HOLD MOUSSE 300 ML",taxable,1,100,0,0,,,,,1,,,17170.7536,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26206,"VOLUME BOOSTER 150 ML",1,0,visible,"Professional Italian Hair Care: VOLUME BOOSTER 150 ML","VOLUME BOOSTER 150 ML",taxable,1,100,0,0,,,,,1,,,"11,655.64400","Versum > Technical & Coloring","Versum, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26212,"MEDITERRANEAN OIL 100 ML",1,0,visible,"Professional Italian Hair Care: MEDITERRANEAN OIL 100 ML","MEDITERRANEAN OIL 100 ML",taxable,1,100,0,0,,,,,1,,,27120.6936,"Versum > Treatments & Serums","Versum, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26213,"CRYSTAL DROPS 100 ML",1,0,visible,"Professional Italian Hair Care: CRYSTAL DROPS 100 ML","CRYSTAL DROPS 100 ML",taxable,1,100,0,0,,,,,1,,,24448.424,"Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS45127,"CURLS DEFINER 100 ML",1,0,visible,"Professional Italian Hair Care: CURLS DEFINER 100 ML","CURLS DEFINER 100 ML",taxable,1,100,0,0,,,,,1,,,14398.9846,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26021,"EMULSION CREAM 10 VOLUME 3%
1000 ML",1,0,visible,"Professional Italian Hair Care: EMULSION CREAM 10 VOLUME 3%
1000 ML","EMULSION CREAM 10 VOLUME 3% 1000 ML",taxable,1,100,0,0,,,,,1,,,8997.5886,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26022,"EMULSION CREAM 20 VOLUME 6%
1000 ML",1,0,visible,"Professional Italian Hair Care: EMULSION CREAM 20 VOLUME 6%
1000 ML","EMULSION CREAM 20 VOLUME 6% 1000 ML",taxable,1,100,0,0,,,,,1,,,8997.5886,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26023,"EMULSION CREAM 30 VOLUME 9%
1000 ML",1,0,visible,"Professional Italian Hair Care: EMULSION CREAM 30 VOLUME 9%
1000 ML","EMULSION CREAM 30 VOLUME 9% 1000 ML",taxable,1,100,0,0,,,,,1,,,8997.5886,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS26024,"EMULSION CREAM 40 VOLUME
12% 1000 ML",1,0,visible,"Professional Italian Hair Care: EMULSION CREAM 40 VOLUME
12% 1000 ML","EMULSION CREAM 40 VOLUME 12% 1000 ML",taxable,1,100,0,0,,,,,1,,,8997.5886,"Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"%s81.00","GRADIENT SILVER MASK 280ML",1,0,visible,"Professional Italian Hair Care: GRADIENT SILVER MASK 280ML","GRADIENT SILVER MASK 280ML",taxable,1,100,0,0,,,,,1,,,"18,592.17360","Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"%s82.00","GRADIENT CARAMEL MASK 280ML",1,0,visible,"Professional Italian Hair Care: GRADIENT CARAMEL MASK 280ML","GRADIENT CARAMEL MASK 280ML",taxable,1,100,0,0,,,,,1,,,"18,592.17360","Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"%s83.00","GRADIENT RED MASK 280ML",1,0,visible,"Professional Italian Hair Care: GRADIENT RED MASK 280ML","GRADIENT RED MASK 280ML",taxable,1,100,0,0,,,,,1,,,"18,592.17360","Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"%s84.00","GRADIENT BEIGE MASK 280ML",1,0,visible,"Professional Italian Hair Care: GRADIENT BEIGE MASK 280ML","GRADIENT BEIGE MASK 280ML",taxable,1,100,0,0,,,,,1,,,"18,592.17360","Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"%s85.00","GRADIENT CHOCOLATE MASK
280ML",1,0,visible,"Professional Italian Hair Care: GRADIENT CHOCOLATE MASK
280ML","GRADIENT CHOCOLATE MASK 280ML",taxable,1,100,0,0,,,,,1,,,"18,592.17360","Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"%s86.00","GRADIENT BLACK MASK 280ML",1,0,visible,"Professional Italian Hair Care: GRADIENT BLACK MASK 280ML","GRADIENT BLACK MASK 280ML",taxable,1,100,0,0,,,,,1,,,"18,592.17360","Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"%s87.00","GRADIENT GOLD MASK 280ML",1,0,visible,"Professional Italian Hair Care: GRADIENT GOLD MASK 280ML","GRADIENT GOLD MASK 280ML",taxable,1,100,0,0,,,,,1,,,"18,592.17360","Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"%s88.00","GRADIENT COPPER MASK 280ML",1,0,visible,"Professional Italian Hair Care: GRADIENT COPPER MASK 280ML","GRADIENT COPPER MASK 280ML",taxable,1,100,0,0,,,,,1,,,"18,592.17360","Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"%s89.00","GRADIENT VIOLET MASK 280ML",1,0,visible,"Professional Italian Hair Care: GRADIENT VIOLET MASK 280ML","GRADIENT VIOLET MASK 280ML",taxable,1,100,0,0,,,,,1,,,"18,592.17360","Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,VS16019,"SOFTENING BOOST FIVE SECRETS OIL 4 X 20 ML",1,0,visible,"Professional Italian Hair Care: SOFTENING BOOST FIVE SECRETS OIL 4 X 20 ML","SOFTENING BOOST FIVE SECRETS OIL 4 X 20 ML",taxable,1,100,0,0,,,,,1,,,"32,522.08960","Versum > Treatments & Serums","Versum, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,DECOBMELK,"KIT DECO AZUL PROF MANZANA
500 G",1,0,visible,"Professional Italian Hair Care: KIT DECO AZUL PROF MANZANA
500 G","KIT DECO AZUL PROF MANZANA 500 G",taxable,1,100,0,0,,,,,1,,,55463.8084,"Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,DECOWMELK,"KIT DECO BLANCA PROF MANZANA 500 G",1,0,visible,"Professional Italian Hair Care: KIT DECO BLANCA PROF MANZANA 500 G","KIT DECO BLANCA PROF MANZANA 500 G",taxable,1,100,0,0,,,,,1,,,55463.8084,"Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"DECOB9TONI K","KIT DECO BLU 9 TONI COMPLETA
2X500G",1,0,visible,"Professional Italian Hair Care: KIT DECO BLU 9 TONI COMPLETA
2X500G","KIT DECO BLU 9 TONI COMPLETA 2X500G",taxable,1,100,0,0,,,,,1,,,65342.6774,"Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,EST45937,"ESTHESIA ABSOLUTE LENIS PROTEIN MAINTENANCE SHAMPOO",1,0,visible,"Professional Italian Hair Care: ESTHESIA ABSOLUTE LENIS PROTEIN MAINTENANCE SHAMPOO","ESTHESIA ABSOLUTE LENIS
PROTEIN MAINTENANCE SHAMPOO",taxable,1,100,0,0,,,,,1,,,"26,296.27000","Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,EST45935,"ESTHESIA ABSOLUTE LENIS PROTEIN PREPARING SHAMPOO 500ML",1,0,visible,"Professional Italian Hair Care: ESTHESIA ABSOLUTE LENIS PROTEIN PREPARING SHAMPOO 500ML","ESTHESIA ABSOLUTE LENIS
PROTEIN PREPARING SHAMPOO 500ML",taxable,1,100,0,0,,,,,1,,,"35,293.85860","Versum > Shampoos","Versum, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,EST45936,"ESTHESIA ABSOLUTE LENIS PROTEIN SPRAY 500ML",1,0,visible,"Professional Italian Hair Care: ESTHESIA ABSOLUTE LENIS PROTEIN SPRAY 500ML","ESTHESIA ABSOLUTE LENIS PROTEIN SPRAY 500ML",taxable,1,100,0,0,,,,,1,,,"169,930.76100","Versum > Styling & Finishing","Versum, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,EST45938,"ESTHESIA ABSOLUTE LENIS PROREIN MAINTENANCE MASK 250ML",1,0,visible,"Professional Italian Hair Care: ESTHESIA ABSOLUTE LENIS PROREIN MAINTENANCE MASK 250ML","ESTHESIA ABSOLUTE LENIS
PROREIN MAINTENANCE MASK 250ML",taxable,1,100,0,0,,,,,1,,,"26,296.27000","Versum > Conditioners & Masks","Versum, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
